EmployeeID,FullName,Gender,Citizenship,LanguagesSpoken,Department,AnnualSalary,SocialSecurityNumber,Age,YearsOfExperience
902,Derek Wiggins,Female,India,"French, Mandarin",I/T,77453.16,711-18-0501,49,31
903,Monique Park,Male,Canada,"Spanish, Spanish",Sales,84161.45,799-09-4036,56,34
904,Willie Jackson,Male,USA,None,Sales,159370.86,722-65-4198,40,20
905,Brett Bradshaw,Female,USA,None,Operations,153226.1,881-14-4870,27,6
906,Luke Lee,Female,China,"Hindi, French",Marketing,45108.42,185-31-8444,43,21
907,Samantha Suarez,Female,USA,None,I/T,46314.1,716-39-3878,55,34
908,Krista Nelson,Male,Philippines,None,Product,142784.22,153-05-1862,45,25
909,Ashley Baker,Female,USA,Arabic,Product,120119.14,035-84-0709,59,40
910,Sharon Williams,Female,USA,Spanish,I/T,112543.19,254-29-9830,59,40
911,Jason Valdez,Male,USA,"Spanish, Spanish",Product,82461.28,563-34-1223,48,29
912,Mary Cummings,Female,USA,Arabic,Legal,130447.12,891-43-5819,31,11
913,Amy Martin,Female,USA,Spanish,Product,140596.71,458-51-7713,67,47
914,Ariel Alvarez,Male,USA,"Hindi, Spanish",Sales,134610.59,400-81-3689,40,20
915,Kelsey Smith,Female,USA,None,Legal,74425.67,812-57-3628,55,34
916,Elizabeth Garner,Male,Philippines,None,Product,55434.72,534-18-4932,55,37
917,Chris Johnson DDS,Female,India,None,Product,49747.6,040-83-1688,28,6
918,Chad Johnson,Female,USA,"Mandarin, French",Operations,118898.88,007-95-6825,33,12
919,Miranda Cherry MD,Male,Philippines,"Mandarin, Spanish",I/T,94583.11,379-85-0088,55,36
920,John Browning,Female,Canada,"Mandarin, Hindi",Marketing,59337.94,757-09-7622,47,26
921,Connor Fletcher,Female,USA,Spanish,Marketing,57601.81,238-59-6939,24,2
922,Pamela Clarke,Male,USA,None,Human Resource,146997.63,725-11-0896,41,20
923,Kayla Gay,Female,India,Spanish,Human Resource,61688.16,259-93-2526,48,29
924,Anna Fowler,Male,USA,None,Finance,95676.18,075-40-8245,51,29
925,Scott Sandoval,Female,USA,Arabic,I/T,137187.25,174-70-6776,24,4
926,Chloe Carlson,Male,USA,None,Finance,142033.21,070-36-8948,44,26
927,Lori Estes,Female,India,Arabic,Operations,63742.28,682-70-3650,38,17
928,Glenn Perez,Male,USA,Spanish,Marketing,57074.41,714-24-0622,69,51
929,Christian Johnson,Male,India,None,Sales,52930.78,656-70-0506,55,37
930,Amanda Dickerson,Female,USA,None,I/T,61185.38,418-02-3926,50,29
931,Jonathan Chambers,Male,Canada,None,Administrative,54098.25,053-78-9662,28,10
932,Mary Lopez,Female,USA,None,Human Resource,109584.63,228-95-8933,39,17
933,Joel Cortez,Male,China,"Spanish, Hindi",Human Resource,120594.41,730-44-9772,26,5
934,Michael Hutchinson,Male,USA,French,Sales,63759.28,295-93-1908,43,21
935,Edwin Jones MD,Female,Philippines,None,Marketing,130547.63,023-99-5767,45,24
936,Patricia Oneal,Female,USA,None,Product,120859.61,824-22-2148,36,15
937,Ryan Day,Female,USA,None,Administrative,108546.79,779-16-9842,68,49
938,Derrick Berry,Male,India,Spanish,Human Resource,69538.19,257-59-0637,41,22
939,Robert Jefferson,Male,USA,"Hindi, French",Product,118522.68,171-13-6505,24,5
940,Erin Leblanc,Male,USA,"Arabic, Mandarin",Product,72861.52,281-16-7612,64,44
941,Beth Ward,Male,USA,Mandarin,Finance,90289.07,435-97-1358,52,30
942,Beth Perry,Female,USA,None,Marketing,131223.79,118-73-5769,42,23
943,Kathryn Atkinson MD,Male,USA,"Arabic, Hindi",I/T,111831.08,817-81-6589,45,23
944,Matthew Martinez,Female,USA,None,I/T,54481.72,196-86-6151,50,28
945,Amy Tanner,Female,China,French,Operations,85839.21,382-53-3795,60,39
946,Miss Kelly Randall PhD,Male,Canada,None,Product,141863.99,130-31-1581,56,36
947,Diane Armstrong,Male,Mexico,Spanish,Human Resource,105187.8,536-53-6888,61,41
948,Donna Martinez,Female,China,"French, Mandarin",Human Resource,144647.79,888-73-4838,28,8
949,Melanie Williams,Male,USA,None,Operations,67949.67,290-63-7620,30,11
950,Julia Clay,Female,USA,None,Human Resource,81680.08,557-19-0827,40,20
951,Donald Walters,Male,China,None,Product,138180.44,559-94-0428,35,13
952,Ashley Thomas,Male,USA,"French, Spanish",I/T,84412.76,330-38-5687,35,13
953,Katherine Newman DVM,Male,USA,"Mandarin, Arabic",Sales,45910.24,067-34-7181,50,30
954,Joshua Coleman,Male,China,"Spanish, Spanish",Operations,91917.34,725-76-4333,25,4
955,Richard Page,Male,USA,None,Administrative,130616.67,846-04-2842,34,14
956,Sarah Brown,Female,Mexico,"Hindi, Hindi",Human Resource,116404.02,311-02-8255,62,43
957,Robert Johnson,Male,Canada,"Mandarin, Spanish",Operations,81170.21,170-82-6729,35,17
958,Kathleen Baldwin,Male,USA,"French, Spanish",Operations,140512.31,537-47-1059,43,23
959,Terry Case,Female,USA,None,Marketing,101647.31,359-57-9245,59,41
960,James Vaughn,Female,South Korea,French,Product,112511.43,859-86-6226,33,14
961,Anthony Romero,Male,South Korea,"Mandarin, Mandarin",Sales,125615.37,560-72-3820,63,41
962,Jill Mccall,Male,India,Hindi,Operations,74266.91,820-46-3641,42,24
963,Kevin Conley,Female,Canada,None,Operations,149367.28,007-28-6858,35,13
964,Shannon Davis,Male,USA,Hindi,Operations,43856.59,197-18-0954,52,32
965,Jennifer Wang,Female,India,"Arabic, Arabic",Human Resource,77006.43,114-08-7506,28,10
966,Kimberly Rodriguez,Female,Taiwan,French,Finance,54694.11,477-15-8926,49,27
967,Peter Hall,Male,USA,None,Sales,125378.26,414-38-4632,57,37
968,Charles Whitehead,Male,USA,Arabic,Human Resource,53366.28,086-21-2979,25,5
969,Charles Goodwin,Male,USA,Spanish,Product,130492.86,522-10-6699,62,44
970,Laura Duncan,Female,USA,"Spanish, Hindi",Operations,118173.22,442-26-3848,45,26
971,Ms. Leslie Collins,Female,India,French,Marketing,85005.54,019-82-9047,65,44
972,Darren Adams,Female,USA,"Hindi, Mandarin",Administrative,147067.38,327-78-3210,28,8
973,Kevin Guzman,Female,USA,"Mandarin, Arabic",Sales,109325.78,893-23-2570,64,42
974,Colin Price,Female,Canada,Hindi,I/T,46272.28,360-35-8874,29,7
975,Nathan Brock,Female,China,"Spanish, French",Sales,89878.64,603-45-6579,48,28
976,Gene Oneal,Female,USA,None,Product,54229.86,159-81-8035,60,42
977,April Estrada,Male,India,None,Product,90364.23,892-26-4985,68,46
978,Tina Watkins,Male,China,"Spanish, Mandarin",Sales,88976.06,302-07-2112,41,20
979,Russell Moore,Male,USA,None,Product,102452.23,048-18-4849,59,40
980,John Gibson,Female,USA,"Hindi, Hindi",Product,132126.63,615-64-2194,44,22
981,Garrett Jackson,Female,USA,Spanish,Operations,143269.85,812-20-1466,33,11
982,Lisa Silva,Female,USA,"French, Mandarin",Product,89298.56,006-53-1195,27,8
983,Terri Byrd,Male,Mexico,None,Sales,155269.04,281-44-1278,30,11
984,Brandon Clark,Female,India,None,Administrative,90861.89,055-24-7301,26,7
985,Joseph Johnson,Male,USA,"French, Hindi",Administrative,94214.42,426-99-8721,32,13
986,Gina Wright,Female,USA,Hindi,Product,109546.83,691-51-4213,52,33
987,Jacob Werner,Male,USA,"Arabic, Hindi",Human Resource,63799.65,133-04-8917,30,9
988,Patrick Flynn,Male,USA,"French, Hindi",I/T,80765.7,605-89-3450,60,38
989,Robert Mosley,Female,USA,None,I/T,69973.73,323-52-6763,31,11
990,Karen James,Male,USA,Spanish,Operations,153881.37,481-83-3787,54,32
991,Margaret Ray,Female,USA,Arabic,Marketing,81539.92,075-20-7496,32,12
992,Thomas Meyers,Female,India,None,Operations,106444.21,073-70-1319,48,29
993,Matthew Smith,Female,USA,"Spanish, French",Human Resource,113809.08,757-98-2569,26,5
994,Nancy Smith,Female,India,"French, Hindi",Product,68179.8,193-76-0397,30,8
995,Marie Davis,Female,Canada,None,Operations,135896.81,893-34-5832,27,5
996,Aaron Summers,Female,Mexico,None,Finance,80694.2,450-76-3152,58,37
997,Mrs. Dana Garcia,Female,USA,None,Operations,157027.1,845-39-9721,33,15
998,Whitney Donovan,Male,Canada,"French, Arabic",Operations,51372.86,070-90-4655,47,25
999,Danielle Martinez,Female,USA,None,I/T,81594.3,690-93-8017,37,16
1000,Amber King,Female,USA,Spanish,I/T,68074.81,312-42-5957,65,46
1001,Peter Roman,Male,India,"Hindi, Arabic",Administrative,54810.32,649-62-7611,62,40
1002,Frederick Gilbert,Female,USA,Arabic,Product,128158.34,764-11-5562,45,27
1003,Kevin Garcia,Male,India,Arabic,Operations,79922.41,358-60-3236,48,26
1004,Brent Jones,Male,USA,French,Product,142071.67,258-51-1555,38,20
1005,Emily Mercado,Female,USA,None,Product,62215.35,664-76-5237,59,37
1006,Eric Lin,Male,USA,Mandarin,Marketing,50395.96,564-85-5552,24,6
1007,Charles Lambert,Male,India,Mandarin,Operations,104266.01,473-39-4370,30,12
1008,Sara Donovan,Male,USA,Hindi,Product,97340.18,405-12-8811,40,22
1009,Emily Stevenson,Female,India,None,Sales,158471.92,131-59-5920,35,17
1010,Mary Avila,Female,USA,None,I/T,120749.19,255-79-2908,31,12
1011,Crystal Hall,Female,USA,None,Product,121172.08,750-30-2115,32,11
1012,Kaitlin Wilson,Female,India,"French, Spanish",Administrative,133552.42,872-13-5124,31,12
1013,Jessica Kelly,Male,USA,French,I/T,91623.04,391-60-4157,58,38
1014,Andres Cooley DVM,Female,Canada,Arabic,Operations,70175.53,077-85-0757,47,27
1015,Cory Garcia,Female,USA,"Hindi, Mandarin",Operations,74549.12,830-55-3517,39,18
1016,Melissa Boone,Male,USA,Spanish,I/T,125932.29,136-47-3036,40,22
1017,Sarah Chapman,Female,Canada,None,Operations,75691.53,277-52-6136,55,35
1018,Patricia Davis PhD,Male,USA,French,Administrative,98779.22,430-52-2755,60,40
1019,Charles Clark,Male,USA,None,Operations,116091.07,007-22-3224,56,37
1020,Crystal Cervantes,Male,India,None,Human Resource,85551.17,881-14-1171,59,41
1021,Louis Garcia,Male,USA,"Arabic, Arabic",Operations,73277.64,004-41-6937,62,44
1022,Matthew Payne,Male,USA,"Hindi, French",I/T,44908.38,059-87-5658,61,41
1023,John Walker,Female,USA,None,Product,122778.31,139-37-5404,49,31
1024,Jesse Jordan,Female,China,Spanish,Product,131896.5,148-88-0267,60,38
1025,Corey Butler,Male,USA,None,Administrative,41929.17,016-19-0048,50,31
1026,Virginia Brooks,Male,India,None,Human Resource,98594.99,824-33-7802,45,25
1027,Evan Robinson,Male,USA,"Spanish, Arabic",Sales,40100.93,192-46-4735,38,19
1028,Jordan Armstrong,Female,USA,None,Legal,126984.67,873-88-9963,65,44
1029,James Alvarado,Female,USA,"Mandarin, French",Product,129762.43,311-82-8940,41,21
1030,Joshua Rodriguez,Female,USA,None,Human Resource,62754.63,663-42-3698,47,26
1031,Tonya Williams,Male,India,None,Sales,101501.74,264-06-4632,37,18
1032,Kelly Li,Female,USA,None,Legal,119000.95,368-58-8205,24,2
1033,Lucas Russo DDS,Male,USA,French,Operations,79233.27,023-37-1184,49,29
1034,Andrew Hawkins,Female,USA,Hindi,Product,139336.54,609-92-3194,40,21
1035,Brianna Foster,Male,USA,"Arabic, Spanish",Operations,67547.02,041-90-2377,36,14
1036,Amy Hall,Female,Canada,Hindi,Product,67462.1,029-36-4827,47,25
1037,Lisa Delacruz,Female,India,"French, Mandarin",Operations,156518.96,351-74-3226,52,32
1038,Jennifer Garcia,Male,China,None,Administrative,101222.98,282-76-9837,33,11
1039,Jessica King,Female,USA,Spanish,Marketing,86597.69,815-61-5270,24,4
1040,Jonathan Aguirre,Female,USA,None,Legal,113860.98,178-34-7011,58,37
1041,Heather Daniels,Female,USA,Mandarin,Sales,90187.64,624-75-4808,37,15
1042,Samantha Ferguson,Male,USA,Arabic,Administrative,46335.75,845-17-3056,31,9
1043,Katelyn Wood,Female,USA,None,Operations,78892.88,658-97-7513,37,19
1044,Sarah Evans,Female,USA,None,Product,62060.49,534-04-2356,65,46
1045,Shaun Goodman,Male,India,Mandarin,Operations,73902.48,712-03-0749,31,12
1046,Sheila Carlson,Female,India,None,Sales,114175.16,653-98-7829,57,35
1047,Edward Mason,Female,Philippines,None,Administrative,141565.92,088-08-3899,61,43
1048,Michael Gonzales,Male,Canada,None,Human Resource,129878.27,416-97-2808,65,45
1049,Ashley Gonzalez,Male,USA,Hindi,Product,46611.04,879-59-4640,49,30
1050,Matthew Rodriguez,Male,USA,Arabic,Product,79293.48,533-45-5704,59,40
1051,Roberta Hutchinson,Male,USA,"French, Mandarin",Product,59793.42,342-50-6650,34,16
1052,Jason Brown,Male,China,None,Sales,44844.21,359-18-6498,63,44
1053,Nancy Hoffman,Male,China,None,Human Resource,75984.17,808-10-4015,53,34
1054,Lawrence Hall,Male,India,None,Product,92230.15,530-78-5003,50,29
1055,Nancy Vargas,Female,China,Spanish,Administrative,104373.28,396-32-7888,32,13
1056,Desiree Richardson,Male,USA,None,Product,151233.06,351-73-4155,46,27
1057,Ian Fitzgerald,Female,USA,None,Marketing,115406.74,705-30-1054,66,45
1058,Sarah Smith,Female,USA,Spanish,Product,152323.94,085-72-6040,62,44
1059,Randall Williams,Female,South Korea,"Spanish, Arabic",Product,150660.87,078-47-7085,38,17
1060,Lori Romero,Female,USA,None,Operations,134034.49,745-48-1703,39,18
1061,Emily Ballard,Female,USA,None,Product,52145.98,174-25-1298,58,36
1062,Connor Martin,Male,USA,"Mandarin, Spanish",Marketing,116227.45,351-60-0029,57,37
1063,Benjamin Nash,Female,USA,"Spanish, Arabic",Product,73414.27,800-67-8144,31,10
1064,Beth Harris,Male,India,None,Marketing,40152.22,555-50-6245,40,20
1065,Kyle Hart,Male,USA,None,Marketing,146545.23,750-45-6650,45,26
1066,Alex Wall MD,Female,India,Hindi,Product,124350.27,417-49-6733,31,12
1067,Kelsey Martinez,Male,China,Spanish,Marketing,135399.95,012-11-6947,50,31
1068,Laura Jones MD,Female,USA,"Hindi, Mandarin",Product,153853.85,645-80-9366,27,9
1069,Edwin Hunter,Male,Canada,Arabic,Human Resource,58549.2,350-46-1685,40,21
1070,Jessica Bullock,Male,USA,"French, French",I/T,148614.71,398-98-6198,45,24
1071,Brian Howard DDS,Female,USA,Hindi,Administrative,63581.06,596-11-9598,54,36
1072,Kimberly Munoz,Male,USA,Arabic,Administrative,58294.19,227-90-7572,28,9
1073,Sarah Williams,Female,India,"Arabic, Arabic",Human Resource,159346.67,470-12-4240,50,31
1074,Stacey Harris,Female,India,"French, Spanish",Product,66546.33,512-23-5673,57,36
1075,Carrie Grant,Male,USA,"Arabic, Spanish",I/T,80689.12,682-49-0043,39,21
1076,Wayne Chapman,Female,USA,"Hindi, Hindi",Operations,46494.76,840-31-1691,25,4
1077,James Jackson,Male,USA,"Hindi, Spanish",I/T,47309.81,482-93-8129,37,17
1078,William Santana,Male,USA,None,I/T,67301.25,772-13-3746,55,35
1079,Daniel Hansen,Female,USA,French,Marketing,151899.48,845-94-0019,26,7
1080,Daniel Craig,Female,USA,French,Human Resource,140081.84,186-86-3234,59,38
1081,Mary Morris,Female,China,None,Product,145940.07,729-11-5190,39,19
1082,Corey Cole,Female,USA,French,Operations,50087.38,206-88-4224,54,32
1083,Lauren Hamilton,Female,China,Spanish,I/T,80539.7,892-32-4586,61,43
1084,Sarah Watkins,Male,USA,"Spanish, French",Marketing,90052.84,111-64-0941,30,11
1085,Donna Moore,Female,USA,Mandarin,Human Resource,94858.92,617-52-7232,57,39
1086,Tiffany Campbell,Female,South Korea,"Hindi, Hindi",Finance,74445.29,595-15-4490,50,32
1087,Daniel Brown,Male,USA,"Arabic, French",Sales,87602.96,215-81-5228,67,47
1088,Andrew Reyes,Male,USA,None,Operations,75115.37,569-56-6517,43,24
1089,Lauren Richardson,Female,USA,None,Sales,133905.43,191-33-8648,27,9
1090,Mrs. Dawn Long MD,Female,USA,French,Finance,62666.48,772-83-7285,26,6
1091,Shannon Aguirre,Male,USA,"Arabic, French",Product,41841.2,055-85-7061,61,40
1092,Valerie Williams,Male,USA,"Spanish, Spanish",Marketing,44550.73,162-17-1705,50,29
1093,Michelle Curtis,Male,China,"French, Hindi",Operations,84790.76,645-24-9024,44,26
1094,Erin Gilmore,Female,Canada,None,Product,130535.45,705-98-7845,40,18
1095,Dustin Williams,Female,India,Hindi,Marketing,99615.18,828-45-1119,25,7
1096,Alexander Moreno,Female,China,"Mandarin, Arabic",Marketing,120812.21,728-05-6638,51,30
1097,Eric Henderson PhD,Male,USA,None,Sales,64702.95,632-78-2415,63,45
1098,Todd Willis,Male,Philippines,French,Marketing,101857.23,695-71-6227,43,23
1099,Jeffery Tran,Female,USA,None,I/T,68604.32,126-01-9314,31,12
1100,Heather Khan,Female,China,Spanish,Administrative,51060.23,670-66-6551,27,6
1101,Ms. Jamie Davidson PhD,Female,South Korea,Spanish,Human Resource,122614.29,655-77-6378,69,51
1102,Gabriela Carey,Female,USA,None,Product,50599.93,505-46-6738,30,10
1103,Rebecca Johnson,Male,USA,"Hindi, Spanish",Marketing,47504.74,651-70-0595,32,11
1104,Tara Johnson,Female,India,French,Product,98535.73,408-03-1212,57,39
1105,Cesar Jones,Female,USA,French,Product,149460.7,834-28-3397,64,45
1106,Edward Williams,Female,South Korea,French,Human Resource,150455.83,793-37-3926,68,47
1107,Sandra Smith,Male,USA,"Mandarin, Mandarin",Operations,45772.5,119-80-9206,32,11
1108,Scott Thompson,Female,USA,"Hindi, Arabic",Operations,116331.92,576-01-6620,42,21
1109,Christina Hurst,Female,USA,"Mandarin, Mandarin",Human Resource,67057.06,556-48-8249,35,17
1110,James Powell,Male,USA,None,Operations,110108.8,504-06-0810,34,15
1111,Marissa Murphy,Male,USA,None,Marketing,58329.93,070-76-2009,37,19
1112,Daniel Benjamin,Male,USA,"Spanish, French",Operations,56858.27,303-69-4438,52,33
1113,Joshua Peters,Male,USA,Arabic,Operations,75241.73,547-65-5221,53,35
1114,Richard Moore,Female,India,French,Sales,106590.99,790-82-3677,27,6
1115,Nicholas Burns,Female,India,None,Operations,71745.79,134-19-1365,66,44
1116,Sharon Norman,Female,USA,Hindi,Product,108439.78,197-56-7175,28,9
1117,Marissa Fowler MD,Male,USA,Arabic,Marketing,151430.74,651-57-5826,68,48
1118,Clifford Richmond,Female,USA,"Hindi, Arabic",Marketing,61708.24,820-54-2267,60,40
1119,Stephen Holt,Male,India,"Mandarin, French",Product,79244.16,319-68-2841,52,32
1120,Mr. Joseph Morales,Female,USA,None,Product,80672.98,892-11-1107,28,9
1121,Dawn Thompson,Male,USA,Arabic,Human Resource,93935.96,286-81-2691,67,49
1122,Mr. David Rodriguez Jr.,Female,USA,French,Sales,84831.63,549-72-2119,27,9
1123,Maria Walsh,Male,China,"Spanish, Spanish",Human Resource,100579.99,295-44-1528,67,48
1124,Stacey Middleton,Female,China,"Hindi, Arabic",Administrative,141859.2,336-02-5370,30,12
1125,Angela Reyes,Male,China,"Hindi, Hindi",Legal,132723.54,559-51-6992,60,42
1126,Marc Henderson,Male,USA,None,Marketing,128977.32,047-78-4865,63,43
1127,Dr. Melissa Thompson DVM,Female,India,Hindi,I/T,133052.46,071-94-5627,63,44
1128,Leslie Espinoza,Female,USA,Arabic,Product,78268.79,567-78-1053,48,30
1129,Erika Hernandez,Female,USA,"French, Hindi",Product,156761.64,496-58-4841,58,40
1130,Ashley Rhodes,Female,USA,None,Product,156691.25,416-76-3617,33,11
1131,Christopher Gibson,Male,India,"Arabic, Mandarin",I/T,83422.89,891-30-9109,32,12
1132,Angela Rosales,Male,Taiwan,None,Product,113542.63,885-65-3654,53,32
1133,Holly Knapp,Female,USA,None,Administrative,93089.99,346-16-2925,48,28
1134,Edwin Doyle,Female,USA,Arabic,Operations,127879.86,266-86-6494,39,17
1135,Jose Rodriguez,Male,USA,French,Product,138167.1,106-74-1202,29,8
1136,Steve Anderson,Female,USA,None,Operations,110459.94,897-08-4550,66,46
1137,Michael Sanders,Female,India,Hindi,I/T,144544.29,305-80-3691,57,37
1138,Linda Chambers,Female,USA,French,Administrative,92249.79,170-99-1153,29,7
1139,Barbara Hendricks,Female,India,"Spanish, French",I/T,71179.14,138-74-0565,54,35
1140,Thomas Harrison,Male,USA,None,Legal,41566.15,896-27-9694,42,24
1141,Marcus Chambers,Female,USA,None,Product,52020.94,155-41-7693,53,34
1142,Patricia Duarte,Female,Canada,"Hindi, Mandarin",Sales,52329.32,176-93-6912,56,37
1143,Jaime Wade,Female,India,Mandarin,Operations,118245.2,649-05-8520,40,20
1144,Stephanie Parker,Male,USA,"French, Arabic",I/T,130273.55,420-73-1813,28,9
1145,Kevin Stafford,Male,China,None,Marketing,104330.68,830-32-5064,52,30
1146,Dr. Martha White,Male,Philippines,Spanish,Marketing,149774.23,028-60-4752,29,8
1147,Jason Clark,Male,India,Mandarin,Finance,71821.3,003-65-3386,57,36
1148,Dr. William Campbell,Male,USA,Arabic,I/T,105753.93,090-35-8025,55,34
1149,Danielle Sanders,Male,India,Arabic,Administrative,79348.17,767-05-8718,62,42
1150,Eric Gardner,Male,Philippines,Spanish,Operations,149228.62,217-91-2093,32,13
1151,Adrian King,Female,USA,"Arabic, French",Administrative,135673.09,226-32-8657,53,31
1152,Kathryn Roy,Female,USA,"Hindi, Spanish",Product,48334.13,503-46-3630,40,18
1153,Dylan Martin,Female,USA,French,Product,46189.2,757-47-1362,66,45
1154,Douglas Lewis,Female,Taiwan,Hindi,Marketing,67582.96,258-59-7613,53,34
1155,Brian Smith,Male,USA,Spanish,Product,123368.99,799-18-2720,62,43
1156,Virginia Huff,Female,USA,French,Operations,117266.0,567-51-6947,48,27
1157,Emily Fowler,Female,India,"Hindi, Spanish",Product,130242.42,257-71-0006,63,44
1158,Julia Bean,Female,USA,Spanish,Operations,143569.11,217-34-0596,55,33
1159,Kimberly Porter,Female,South Korea,Spanish,Operations,94198.53,500-49-3835,60,42
1160,Mr. Caleb Martin,Male,China,None,Human Resource,150160.49,786-50-6373,68,50
1161,Christine Gonzales,Female,USA,None,Operations,61390.4,393-25-8183,55,36
1162,Jennifer Rogers,Male,India,"Hindi, Hindi",Finance,93446.7,194-48-6132,40,21
1163,Julie Lawrence,Male,China,"French, Arabic",Administrative,70038.67,015-41-5522,56,37
1164,Alan Williams,Female,USA,"Arabic, Spanish",I/T,119500.63,107-22-3125,59,41
1165,Gerald Nunez,Male,USA,None,Product,122647.33,016-83-3575,35,15
1166,Sara Miller,Male,Canada,None,Human Resource,125668.95,347-21-6590,40,22
1167,Nancy Bass,Female,USA,"Hindi, Arabic",Marketing,127231.01,636-50-2668,41,22
1168,Ashley Pearson,Male,China,None,Marketing,57659.11,876-16-6942,43,24
1169,Blake Acosta,Male,Canada,"Arabic, Mandarin",Product,136398.31,454-91-9347,31,12
1170,Angela Dixon,Male,India,None,Product,55382.56,139-83-5832,30,11
1171,Kelli Davis,Female,USA,Mandarin,Human Resource,41026.42,117-48-8050,38,17
1172,Jasmine Hurley,Male,USA,None,Administrative,45964.14,147-43-5559,60,39
1173,Alexander Howell,Male,USA,None,Operations,55443.95,827-46-3949,42,21
1174,Michael Lopez,Male,USA,None,Operations,117549.45,744-88-9470,39,20
1175,Angela Jackson,Female,USA,"Mandarin, Arabic",Operations,48090.27,178-34-5265,25,4
1176,Daniel Silva,Female,USA,None,Operations,42444.14,041-65-4449,41,19
1177,Timothy Willis,Female,India,"French, Arabic",Product,73447.36,564-09-7213,66,46
1178,Kathy Owen,Female,India,"Arabic, Arabic",Finance,156731.33,230-59-3077,55,33
1179,Lisa Murray,Female,USA,French,Human Resource,133769.23,580-32-5786,46,28
1180,Shawn Jenkins,Female,USA,None,Marketing,109667.53,573-92-8741,69,51
1181,Brittany Wright,Male,USA,Arabic,Operations,136402.47,236-80-6674,25,3
1182,Caitlyn Vargas,Female,USA,None,Administrative,148569.7,517-40-5613,28,8
1183,Russell Mitchell,Female,USA,"French, French",Marketing,79941.16,626-82-8877,42,20
1184,Tony Conner,Female,China,Arabic,Administrative,85435.17,409-09-6339,44,23
1185,Jodi Marquez,Male,USA,None,Operations,93264.93,547-01-3769,55,37
1186,Alexandra Ryan,Female,USA,"French, Hindi",Operations,112604.33,507-42-0992,47,28
1187,Christina Kelly,Female,USA,"Spanish, Hindi",Sales,79493.96,728-42-5641,38,18
1188,Douglas Santos,Male,India,None,Operations,83489.9,556-07-6263,27,6
1189,Michael Davila,Female,USA,None,Human Resource,50853.72,405-75-7835,38,16
1190,Lynn Riley,Female,India,"French, Spanish",Human Resource,132983.93,628-15-3594,69,50
1191,Joseph Bonilla,Female,China,None,Operations,98044.96,339-26-9983,50,28
1192,Alan Carey,Male,USA,None,Marketing,138701.27,712-78-2073,52,33
1193,Regina Morales,Male,USA,None,Administrative,132902.71,651-32-1063,65,46
1194,Victor Morris,Female,USA,"Mandarin, Hindi",Operations,127273.41,055-84-4474,60,42
1195,Angela Cervantes,Female,USA,"Hindi, Spanish",Human Resource,76674.73,050-25-9892,56,38
1196,Robert Fitzpatrick,Female,USA,None,Legal,47810.8,628-88-0761,36,17
1197,Janet Meyer,Female,USA,"Arabic, Spanish",Product,92124.66,432-75-2014,42,23
1198,William Reyes,Male,USA,Mandarin,Operations,82363.2,603-22-2064,50,31
1199,Robert Barry,Female,USA,None,Administrative,148057.07,074-55-7851,33,11
1200,Larry Ford,Male,Philippines,Arabic,Product,42576.26,876-96-2553,40,19
1201,William Roberson,Female,USA,Spanish,Marketing,132079.46,372-34-5137,64,45
1202,John Thompson,Female,USA,None,I/T,151485.47,091-35-1313,64,46
1203,Ellen Conway,Male,USA,"Arabic, French",Marketing,42504.0,205-87-7799,37,16
1204,Jose Perez,Female,Taiwan,"Arabic, Arabic",Product,43205.11,261-94-4799,65,46
1205,Hannah Dixon,Female,India,French,Operations,64688.19,530-11-7566,67,47
1206,Matthew Willis,Male,USA,"Spanish, Hindi",Sales,68542.98,709-35-4660,54,34
1207,Alan Kelly,Female,Taiwan,"Mandarin, French",Product,90800.47,376-17-7667,67,46
1208,Karen Vega,Female,Philippines,Hindi,Operations,83941.36,757-83-1980,66,44
1209,Sarah Grant,Male,USA,"Hindi, Mandarin",I/T,80291.03,236-51-9148,61,42
1210,Jennifer Benson,Male,China,Spanish,Human Resource,158604.3,075-79-8023,55,33
1211,Molly Schultz,Male,USA,Hindi,Finance,83630.57,573-22-7891,57,38
1212,Cheryl Collier,Female,Mexico,Arabic,Operations,117130.23,252-74-6602,58,39
1213,Charles Johnson,Female,USA,None,Finance,145215.54,743-91-3812,46,27
1214,Billy Nelson,Male,USA,None,Product,94032.8,736-72-0827,56,36
1215,Daniel Gutierrez,Female,India,Arabic,Operations,83863.78,165-70-6610,37,18
1216,Terry Nash,Female,USA,Arabic,Marketing,148950.37,228-40-4151,62,43
1217,Holly Norris,Female,USA,None,I/T,71447.36,314-33-5962,67,48
1218,Jessica Baird,Male,USA,"Spanish, Spanish",Operations,119990.82,285-08-1697,49,30
1219,Valerie King,Male,China,Arabic,Product,158617.15,349-54-9235,49,30
1220,Teresa Price,Male,USA,Arabic,Product,100194.53,525-03-5955,28,9
1221,Michael Hopkins,Female,India,"Arabic, Hindi",Operations,111261.82,360-28-6935,50,31
1222,Keith Barnett,Male,China,"Spanish, Arabic",Operations,143095.84,519-34-1817,30,12
1223,Kelly Massey,Female,USA,Mandarin,Operations,126453.56,420-52-9307,30,11
1224,Diane Cochran,Female,USA,None,Human Resource,133086.08,743-33-6787,39,21
1225,Robert Thompson,Female,USA,"French, Spanish",Operations,56014.4,248-72-7275,29,11
1226,Brenda Contreras,Female,USA,Spanish,Legal,143282.55,674-34-4350,64,46
